GalaxyName           IDSN          RA               DEC      z      TU        taum   etaum    taul   etaul    zmetm   ezmetm   zmetl  ezmetl    mfor   emfor    mact   emact    vsys          evsys   sigma  esigma      x1     ex1       c      ec      mu      emu   S
 1237663783679885795   14470         44.214901     -0.351782  0.1954  10.9141    9.607   0.000   9.751   0.000   0.238   0.000   0.224   0.000  10.510   0.000  10.250   0.000    -24.00     36.65    143.10      0.00  -0.320   0.240  -0.020   0.030  39.760   0.190  1
 1237663782598345186   16099         26.420853     -1.054454  0.1969  10.8982    7.624   0.000   5.755   0.000   0.703   0.000   0.342   0.000  10.950   0.000  10.700   0.000    -55.86     84.72    132.40      0.00   1.950   0.390   0.020   0.030  40.100   0.190  1
 1237666339724788003   13907         14.179294      0.232221  0.1971  10.8961    8.220   0.000   5.946   0.000   0.987   0.000   1.185   0.000  11.160   0.000  10.930   0.000    -15.46     51.02    176.90      1.30  -0.180   0.300   0.130   0.040  39.810   0.190  1
 1237657192515174577   17928        358.470093      1.114631  0.1974  10.8930    9.838   0.000   6.757   0.001   0.922   0.000   0.966   0.000  11.410   0.000  11.170   0.000     -7.37    129.70    174.90      7.41  -0.250   0.460   0.230   0.050  39.780   0.220  1
 1237663457240351218   15129        318.902283     -0.321506  0.1974  10.8930    9.150   0.016   5.000   0.018   1.159   0.009   0.709   0.003  11.060   0.000  10.830   0.000     -8.80    117.20    140.00      0.13  -0.680   0.240  -0.080   0.030  39.870   0.190  1
 1237663783661797768   8555           2.915434     -0.414970  0.1977  10.8898    8.977   0.024   2.998   0.019   0.150   0.001   0.557   0.004  10.230   0.000   9.970   0.000      9.43     73.86    101.80     19.39  -1.330   0.440   0.100   0.040  40.230   0.210  1
 1237663783122698517   13070        357.785004     -0.746445  0.1986  10.8803    0.884   0.002   0.298   0.000   1.812   0.003   1.295   0.000  10.210   0.000  10.100   0.000      4.54     77.89    107.80      0.01   0.870   0.290  -0.150   0.030  40.020   0.190  1
 1237663479255269651   20575        325.265625      0.142523  0.1987  10.8793    7.892   0.000   7.848   0.000   0.882   0.000   0.717   0.000  11.580   0.000  11.360   0.000    -42.08     59.13    268.40      0.00   0.210   0.500   0.020   0.030  39.680   0.200  1
 1237657191980204184   15222          2.853199      0.702671  0.1994  10.8719    9.812   0.000   6.143   0.000   1.336   0.000   0.714   0.000  11.770   0.000  11.530   0.000     19.74    105.30    200.00     53.82  -1.300   0.290   0.000   0.030  39.790   0.190  1
 1237663783661339126   15535          1.817501     -0.304002  0.2008  10.8572    3.524   0.000   2.977   0.000   1.100   0.000   1.286   0.000  10.400   0.000  10.220   0.000     -6.27     56.64    132.60      0.00  -1.790   0.550   0.020   0.010  40.070   0.210  1
 1237663784211710139   1478          32.781216      0.147002  0.2020  10.8446    8.706   0.001   3.337   0.000   1.299   0.000   1.046   0.000  11.080   0.000  10.840   0.000      7.02     72.87    117.90      0.02   0.810   1.140   0.030   0.050  40.310   0.290  1
 1237663543682007593   6780         328.068512      0.266982  0.2041  10.8226   10.220   0.000   6.398   0.001   1.094   0.000   1.466   0.000  11.490   0.000  11.260   0.000      4.25     60.00    295.10     42.94  -1.820   0.410  -0.040   0.040  39.810   0.210  1
 1237663784204304772   15203         15.734660      0.183016  0.2044  10.8195    4.092   0.000   3.634   0.000   1.250   0.000   1.085   0.000  10.270   0.000  10.080   0.000     -1.82     55.46    127.70      0.00   1.330   0.300  -0.010   0.030  40.110   0.190  1
 1237660241386078475   11311         47.015190      0.433439  0.2045  10.8185    5.687   0.001   1.718   0.000   1.413   0.000   1.100   0.001  10.850   0.000  10.650   0.000     14.59    109.30    188.80      0.70  -0.920   0.700   0.010   0.050  39.810   0.220  1
 1237666407382647396   15901         31.976217     -0.535478  0.2047  10.8164    4.987   0.000   2.384   0.000   0.022   0.000   0.389   0.000   9.890   0.000   9.670   0.000    -39.58     84.10    117.90      0.00  -0.030   0.310  -0.060   0.030  40.020   0.190  1
 1237663479260708925   20581        337.702972      0.010668  0.2048  10.8153    0.533   0.005   0.273   0.002   0.981   0.003   1.107   0.004   9.800   0.000   9.710   0.000    -15.06     80.35    121.80      0.00  -0.460   0.510  -0.120   0.030  39.950   0.190  1
 1237666340798202045   18965         13.509174      1.068910  0.2059  10.8039    2.554   0.040   1.161   0.004   0.814   0.005   1.091   0.005  10.600   0.000  10.430   0.000     -7.26     97.25    119.30      0.00  -0.670   0.260  -0.130   0.030  40.030   0.190  1
 1237663782591070925   13108          9.870739     -1.200399  0.2060  10.8028    8.430   0.001   5.782   0.004   1.409   0.000   0.764   0.001  10.330   0.000  10.090   0.000    -15.10     77.39    117.00      0.00  -0.300   0.770   0.290   0.050  40.200   0.250  1
 1237663783677198401   5959          38.059757     -0.308210  0.2077  10.7851    7.952   0.000   6.503   0.000   1.119   0.000   0.931   0.000  11.380   0.000  11.150   0.000     -9.48    294.60    130.20    109.30  -0.130   0.260  -0.060   0.030  40.100   0.190  1
 1237663543685546294   13344        336.165649      0.378900  0.2080  10.7820    9.317   0.024   3.457   0.026   0.356   0.006   0.481   0.008  10.930   0.010  10.680   0.010     -6.13     78.90    148.80      0.00  -0.590   0.870   0.080   0.060  40.250   0.260  1
 1237663479260643634   15201        337.519409      0.003593  0.2088  10.7737    3.113   0.000   2.745   0.000   1.690   0.000   1.598   0.000  11.270   0.000  11.100   0.000      1.36     40.56    245.00      0.00  -1.230   0.490   0.100   0.040  40.370   0.210  1
 1237660241388438124   20889         52.381535      0.515513  0.2094  10.7675   10.000   0.000  10.000   0.000   0.780   0.000   0.598   0.000  11.200   0.000  10.960   0.000     11.68    157.30    203.70      0.00  -1.540   1.050   0.110   0.060  39.870   0.250  1
 1237663542604465540   20376        319.395386     -0.524056  0.2096  10.7654    6.751   0.000   5.495   0.000   1.110   0.000   1.141   0.000  10.830   0.000  10.620   0.000     -9.71     60.11    205.50      0.00  -1.100   0.450   0.150   0.040  39.650   0.200  1
 1237663543141597901   15467        320.019836     -0.177530  0.2098  10.7633    0.818   0.000   0.404   0.000   1.095   0.001   1.103   0.000  10.770   0.000  10.660   0.000    -46.99     73.32    123.60      0.00   0.930   0.300  -0.080   0.030  40.080   0.190  1
 1237656567041688494   2041         320.151367     -1.209128  0.2098  10.7633    4.656   0.004   4.235   0.002   0.904   0.001   1.133   0.001  10.260   0.000  10.060   0.000    -10.08     44.53    208.40      0.01  -0.530   0.990   0.070   0.060  40.220   0.280  1
 1237678617404113136   16482        328.709473      0.933593  0.2108  10.7530    9.432   0.000   7.931   0.000   1.252   0.000   1.093   0.000  11.900   0.000  11.660   0.000      6.23    150.90    289.10      0.00  -0.900   0.880  -0.060   0.040  40.130   0.230  1
 1237666408994636040   6831          35.011150      0.721448  0.2115  10.7457    2.811   0.044   0.543   0.008   1.529   0.011   1.892   0.008  10.660   0.000  10.510   0.000    -29.56     71.61    114.90      0.00   1.340   0.940   0.280   0.050  40.650   0.270  1
 1237663716016980100   1415           6.106470      0.599210  0.2119  10.7416    9.037   0.003   7.080   0.007   1.206   0.000   1.132   0.001  11.540   0.000  11.310   0.000     42.79     86.05    353.00      0.00   0.860   0.500   0.170   0.040  39.960   0.220  1
 1237678617426985715   17875         20.983315      1.254883  0.2120  10.7406    8.863   0.008   4.604   0.009   1.348   0.001   0.840   0.001  10.930   0.000  10.700   0.000     12.48     81.27     97.49      0.01   1.070   0.350  -0.020   0.040  40.370   0.210  1
 1237663716018029110   11518          8.409802      0.538371  0.2121  10.7395    7.776   0.000   2.550   0.000   1.252   0.000   1.080   0.000  10.750   0.000  10.530   0.000     -1.61     67.79    117.80      0.73  -0.410   1.470   0.290   0.110  40.530   0.350  1
 1237657191446610208   18940         10.348859      0.411884  0.2124  10.7364    8.663   0.000   2.603   0.000   0.651   0.000   1.147   0.000  10.860   0.000  10.630   0.000     -8.09     80.55    110.00      0.00  -0.900   0.250  -0.030   0.030  39.980   0.190  1
 1237663479261037488   13425        338.541595      0.054955  0.2126  10.7344    7.275   0.000   3.776   0.000   0.598   0.000   0.775   0.000  10.690   0.000  10.470   0.000    -20.54     27.43    141.60      0.00  -0.870   0.620   0.250   0.060  40.070   0.240  1
 1237666407919780198   7847          32.459854     -0.061846  0.2127  10.7333    7.756   0.000   6.301   0.000   1.429   0.000   0.410   0.000  10.720   0.000  10.480   0.000    -11.70     81.71    145.70      0.00   0.210   0.420   0.120   0.030  40.000   0.200  1
 1237663457242120428   18647        322.891907     -0.303874  0.2127  10.7333    6.307   0.000   3.448   0.000   1.956   0.000   1.337   0.000  11.690   0.000  11.470   0.000    -10.27     90.17    224.40      6.57  -0.300   0.420  -0.010   0.040  40.260   0.220  1
 1237678434328183252   2330           6.806993      1.120532  0.2132  10.7282    2.834   0.001   0.644   0.000   2.500   0.000   2.500   0.000  10.290   0.000  10.130   0.000     -1.74    105.70    166.00      0.00  -1.720   0.560   0.010   0.060  40.490   0.240  1
 1237663544220189296   13305        331.100433      0.691105  0.2148  10.7117    0.630   0.000   0.378   0.000   0.446   0.000   0.649   0.000  10.250   0.000  10.150   0.000     -5.44     87.83    114.50      0.00   1.010   0.310  -0.020   0.030  40.180   0.190  1
 1237656567585177898   8495         335.261017     -0.748200  0.2150  10.7096    6.942   0.003   2.517   0.003   1.283   0.001   0.933   0.000  11.150   0.000  10.940   0.000    -24.60    100.70    185.70     45.68   0.860   0.550  -0.020   0.040  40.140   0.210  1
 1237663716019273973   8742          11.239430      0.437117  0.2154  10.7055    3.732   0.000   1.444   0.000   0.293   0.000   0.580   0.000  10.110   0.000   9.930   0.000    -37.54     76.83    121.20      0.00   1.570   0.630  -0.120   0.040  40.920   0.240  1
 1237666339727540494   15498         20.490986      0.362586  0.2155  10.7045    7.297   0.002   4.208   0.001   0.994   0.000   0.661   0.000  10.850   0.000  10.640   0.000     -8.67     33.33    144.50     30.11  -1.220   0.630   0.260   0.050  39.800   0.230  1
 1237663784751792477   11540         40.064568      0.570198  0.2165  10.6942    5.700   0.000   3.655   0.000   1.121   0.000   1.685   0.000  10.530   0.000  10.330   0.000      3.64     92.56    116.20      0.00  -1.510   0.710  -0.040   0.060  40.090   0.230  1
 1237666339188637777   15033         15.778394     -0.156722  0.2170  10.6891    2.897   0.000   2.703   0.000   1.655   0.000   1.255   0.000  11.280   0.000  11.100   0.000     28.79     82.42    252.70      0.02  -1.880   0.520   0.050   0.060  40.120   0.250  1
 1237663479796335167   1316         334.863770      0.494387  0.2171  10.6880    6.119   0.000   2.366   0.000   1.066   0.000   0.545   0.000  10.040   0.000   9.830   0.000    -14.04     72.88     69.04      0.00   0.480   0.560  -0.090   0.040  40.360   0.220  1
 1237663783665860940   19804         12.215710     -0.216002  0.2176  10.6829    6.941   0.001   4.234   0.001   0.682   0.000   0.284   0.000  10.530   0.000  10.290   0.000      3.39     79.06     79.85      0.00   1.920   1.080   0.020   0.060  41.450   0.300  1
 1237657190908297506   20232          7.083305     -0.058218  0.2177  10.6819    3.104   0.000   3.036   0.000   0.808   0.000   0.874   0.000  11.170   0.000  10.990   0.000     -4.22     18.96    224.30      0.00  -0.970   0.560   0.000   0.040  39.940   0.210  1
 1237663204919148757   15909         11.314753      0.796733  0.2180  10.6788    7.157   0.016   5.121   0.015   1.587   0.003   1.103   0.005  11.310   0.000  11.090   0.000     -8.62     93.97    234.60      0.01  -1.030   0.380   0.040   0.040  40.000   0.210  1
 1237660241926226266   15587         54.417175      0.998254  0.2188  10.6706    1.099   0.010   0.409   0.003   2.036   0.014   1.857   0.008  10.670   0.000  10.550   0.000     26.89     89.86    124.00      0.00   0.080   0.300  -0.010   0.040  40.160   0.190  1
 1237663238205407778   16172         57.705490     -0.219233  0.2194  10.6645    5.647   0.003   3.115   0.001   1.459   0.000   0.760   0.000  11.270   0.000  11.060   0.000     20.20     95.80    136.70     11.20   0.690   0.810   0.090   0.060  40.380   0.250  1
 1237678595929407536   9467         328.951324      1.180713  0.2203  10.6553    8.134   0.000   6.990   0.000   1.069   0.000   0.550   0.000  11.180   0.000  10.940   0.000     -3.26    114.40    192.80      0.00  -1.330   0.460  -0.160   0.050  40.360   0.220  1
 1237663278467317915   15950          6.188799      0.983621  0.2204  10.6543    6.166   0.044   2.494   0.012   1.121   0.004   1.001   0.005  11.440   0.000  11.230   0.000    -17.85    103.90    215.80      0.01  -1.150   0.540   0.050   0.050  39.970   0.230  1
 1237660025033654867   17169        344.097076     -0.668242  0.2205  10.6532    5.555   0.000   5.678   0.000   0.980   0.000   0.401   0.000  10.410   0.000  10.190   0.000    -11.66     54.50    130.50      0.00  -0.790   0.580  -0.130   0.050  40.120   0.240  1
 1237663783667040480   15433         14.879622     -0.256617  0.2207  10.6512    8.431   0.000   4.547   0.000   1.167   0.000   1.352   0.000  11.020   0.000  10.790   0.000    -20.41     95.54    137.20      0.01   0.030   0.280  -0.060   0.030  40.220   0.190  1
 1237663544220976069   19230        332.890930      0.764653  0.2210  10.6481    4.885   0.000   2.751   0.000   0.979   0.000   1.661   0.000  10.520   0.000  10.320   0.000     -1.75     77.74    159.00     14.18  -1.490   0.450   0.050   0.040  39.920   0.220  1
 1237657190908690822   14331          7.888624     -0.135905  0.2212  10.6461    6.625   0.462   1.719   0.068   0.122   0.021   0.036   0.005   9.830   0.020   9.620   0.020    -24.52     79.95    115.20      0.00   0.180   0.330   0.000   0.040  40.360   0.200  1
 1237663479256711274   16467        328.585724      0.118216  0.2212  10.6461    7.604   0.000   5.600   0.000   1.213   0.000   1.419   0.000  11.060   0.000  10.840   0.000      4.06     76.39    183.40      0.00  -2.060   0.530   0.020   0.050  39.950   0.230  1
 1237663543687905672   13025        341.567200      0.415785  0.2244  10.6135    2.110   0.000   0.722   0.000   1.347   0.000   1.546   0.000  10.990   0.000  10.840   0.000      2.74     83.91    114.00     26.87   0.750   0.320   0.040   0.030  40.360   0.190  1
 1237663784200765533   14846          7.663186      0.141477  0.2248  10.6094    6.114   0.011   3.085   0.008   1.331   0.000   1.229   0.002  11.280   0.000  11.060   0.000     -3.89     70.47    111.70      0.00   0.740   0.330  -0.050   0.030  40.320   0.200  1
 1237663277929988214   9817           5.037876      0.598105  0.2248  10.6094    5.678   0.003   1.851   0.001   1.046   0.001   0.756   0.000  10.940   0.000  10.740   0.000     -5.53    124.70    135.00      0.01   1.200   0.860   0.250   0.060  40.150   0.260  1
 1237678617430197147   1008          28.278097      1.113694  0.2262  10.5952    9.958   0.000   6.632   0.002   0.184   0.000   0.724   0.001  10.680   0.000  10.410   0.000     11.65     51.43    106.00      0.00   0.540   0.490  -0.020   0.040  40.180   0.210  1
 1237663783663697939   7479           7.225692     -0.409522  0.2274  10.5831    2.573   0.000   2.548   0.000   1.625   0.000   1.602   0.000  11.340   0.000  11.170   0.000     -2.62    101.20    258.60      0.00  -0.260   0.410   0.180   0.040  39.670   0.200  1
 1237663478721872641   5486         333.247925     -0.412100  0.2296  10.5609    7.191   0.000   1.704   0.000   1.231   0.000   0.753   0.000  10.550   0.000  10.340   0.000    -14.24    100.10    108.00      0.03   1.500   0.630   0.070   0.050  40.530   0.230  1
 1237656568118313414   16454        326.793213     -0.405251  0.2299  10.5578    3.050   0.000   2.935   0.000   1.272   0.000   1.163   0.000  10.970   0.000  10.790   0.000     10.46     52.13    260.10      0.00   1.200   1.370   0.090   0.050  40.620   0.290  1
 1237663479259529360   13072        334.959290      0.024393  0.2306  10.5508    7.306   0.004   0.569   0.001   0.320   0.001   0.419   0.005  10.680   0.000  10.470   0.000     29.58     90.38    146.00      0.00   0.360   0.390  -0.020   0.040  40.310   0.210  1
 1237657190907904102   13897          6.156418     -0.026293  0.2318  10.5387    4.094   0.008   1.136   0.010   1.322   0.005   1.116   0.006  10.780   0.000  10.600   0.000    -30.53    118.40    152.80      0.02   0.400   0.520   0.080   0.040  40.420   0.220  1
 1237663543142974216   13323        323.051178     -0.134756  0.2326  10.5307    0.900   0.013   0.266   0.000   0.827   0.014   1.100   0.010   9.930   0.000   9.820   0.000    -23.27     79.15    115.30      0.00   0.320   0.450   0.010   0.040  40.500   0.210  1
 1237663479799415139   3426         341.899689      0.615292  0.2327  10.5297    7.198   0.000   2.793   0.000   1.393   0.000   0.217   0.000  10.950   0.000  10.720   0.000    -78.08    113.20    174.60      0.00  -0.280   0.440  -0.150   0.040  40.490   0.220  1
 1237663543678992867   17908        321.168396      0.329372  0.2339  10.5176    2.477   0.000   2.144   0.000   1.516   0.000   1.271   0.000  10.960   0.000  10.790   0.000      6.55    131.50    222.10     64.45  -1.080   0.570   0.030   0.060  40.530   0.250  1
 1237663277923631415   15303        350.508820      0.540949  0.2344  10.5126    0.678   0.000   0.372   0.000   1.039   0.004   1.387   0.003  10.210   0.000  10.110   0.000    -12.34    105.00    113.00      0.02   0.650   0.490  -0.090   0.040  40.710   0.210  1
 1237678617400509664   6479         320.407227      0.583507  0.2345  10.5116    6.949   0.015   3.195   0.011   0.373   0.001   0.592   0.001  10.550   0.000  10.330   0.000     -3.22     90.35    105.20      0.00  -0.780   0.460  -0.010   0.040  40.130   0.210  1
 1237663444905558636   15675        343.173615      0.364142  0.2347  10.5096    5.022   0.001   4.457   0.001   1.281   0.001   1.077   0.000  11.080   0.000  10.880   0.000     -4.68    135.30    227.30      9.44  -0.640   0.460  -0.060   0.050  40.420   0.210  1
 1237666407378714851   13940         22.979509     -0.452523  0.2350  10.5066    4.547   0.000   3.350   0.000   1.620   0.000   1.898   0.000  11.430   0.000  11.240   0.000    -13.37     47.27    329.70      0.00  -2.180   0.810   0.190   0.070  40.060   0.300  1
 1237663783663436008   12971          6.648417     -0.302136  0.2352  10.5046    6.324   0.000   6.694   0.000   1.904   0.000   1.060   0.000  11.820   0.000  11.600   0.000     11.05     40.24    239.10      0.00   1.020   0.500  -0.080   0.030  40.300   0.210  1
 1237678617971785824   13703         39.013630      1.253395  0.2355  10.5016    7.933   0.000   6.478   0.000   1.453   0.000   0.489   0.000  11.260   0.000  11.020   0.000    -29.79    187.10    227.80      0.00  -0.170   0.270  -0.030   0.030  40.290   0.190  1
 1237657190909673715   18362         10.136533     -0.182086  0.2363  10.4936    8.067   0.000   4.210   0.000   1.266   0.000   0.982   0.000  10.820   0.000  10.580   0.000    -28.55     68.27    118.40      0.00  -0.930   0.430   0.020   0.050  40.300   0.220  1
 1237666339725508846   19341         15.860184      0.331290  0.2368  10.4886    7.846   0.000   3.589   0.000   1.460   0.000   2.091   0.000  11.050   0.000  10.850   0.000     12.36     55.48    240.00      0.00  -1.390   0.380   0.000   0.040  40.260   0.210  1
 1237663716019208746   5963          11.080997      0.479402  0.2369  10.4876    7.442   0.008   4.659   0.004   0.497   0.001   0.247   0.001  10.370   0.000  10.120   0.000     -7.87     90.59    139.50      0.00  -0.020   0.370  -0.010   0.030  40.210   0.200  1
 1237660025032278372   14445        340.962616     -0.753997  0.2370  10.4866    4.381   0.000   3.313   0.000   1.531   0.000   1.867   0.000  11.350   0.000  11.170   0.000     -4.86     60.98    347.40      0.00  -2.440   0.460   0.000   0.060  40.390   0.240  1
 1237663783141441728   13511         40.612244     -0.794194  0.2374  10.4826    6.523   0.000   5.648   0.000   1.716   0.000   1.014   0.000  11.610   0.000  11.390   0.000      2.42     96.01    213.40     52.04  -1.430   0.450  -0.110   0.040  40.590   0.210  1
 1237657587098583274   19708         42.172810      0.654587  0.2374  10.4826    6.110   0.000   5.395   0.000   1.344   0.000   1.298   0.000  10.870   0.000  10.660   0.000    -12.54     48.26    168.00      0.00  -0.810   0.340  -0.040   0.040  39.960   0.200  1
 1237656567043327064   15287        323.959656     -1.057502  0.2377  10.4796    6.627   0.000   6.718   0.000   0.922   0.000   0.868   0.000  10.710   0.000  10.500   0.000      7.72     38.61    170.10      0.00   1.010   0.290  -0.040   0.030  40.520   0.190  1
 1237657189815681632   9740         323.897064     -1.028641  0.2380  10.4766    4.585   0.000   3.940   0.000   1.694   0.000   1.459   0.000  11.030   0.000  10.820   0.000     -3.52    121.10    218.10     58.78  -2.820   0.470  -0.160   0.070  40.220   0.280  1
 1237657190909673909   12881         10.162300     -0.073668  0.2381  10.4756    0.452   0.003   0.263   0.000   2.488   0.001   2.329   0.008   9.820   0.000   9.720   0.000    -98.78    102.60    135.50      0.00   0.980   0.550   0.020   0.040  40.320   0.220  1
 1237657189815550972   16350        323.639404     -0.885924  0.2382  10.4746    6.182   0.003   5.097   0.010   1.343   0.001   0.762   0.002  10.970   0.000  10.750   0.000    -29.27     42.31    106.10      0.05  -0.700   0.570  -0.150   0.040  40.510   0.210  1
 1237657584950379205   20768         40.625839     -0.971213  0.2383  10.4736    0.689   0.000   0.414   0.000   2.484   0.000   2.323   0.000  10.680   0.000  10.570   0.000    -22.55     62.04    109.70      0.00  -0.660   1.360   0.070   0.070  40.730   0.280  1
 1237656568119099748   5776         328.513580     -0.308436  0.2387  10.4697    1.419   0.000   1.215   0.000   1.920   0.000   1.637   0.000  11.070   0.000  10.940   0.000      0.66     51.53    188.60      0.00   0.070   0.520  -0.170   0.060  40.740   0.240  1
 1237678617429934631   17884         27.599800      1.171999  0.2389  10.4677    5.993   0.000   1.770   0.000   1.272   0.000   0.751   0.000  10.570   0.000  10.370   0.000    -40.78    103.10    109.40      8.15   0.730   0.300  -0.120   0.030  40.430   0.200  1
 1237666339725574296   13908         15.915962      0.295032  0.2398  10.4587    6.126   0.001   4.135   0.001   1.612   0.000   1.383   0.000  11.430   0.000  11.220   0.000      1.67     33.04    223.40      0.02   0.040   0.510   0.000   0.040  40.570   0.220  1
 1237663543697342740   20171          3.013026      0.213572  0.2399  10.4577    3.084   0.000   2.836   0.000   1.243   0.000   1.367   0.000  11.310   0.000  11.130   0.000    -10.26     46.68    271.40      0.00   0.110   0.580   0.180   0.050  40.700   0.220  1
 1237663783131807852   5859          18.569624     -0.646772  0.2400  10.4567    8.309   0.003   3.444   0.002   0.353   0.001   0.955   0.002  11.130   0.000  10.880   0.000    -31.41     92.53    164.90      0.07   0.580   1.000   0.040   0.040  41.310   0.330  1
 1237663544214160228   17408        317.319153      0.792756  0.2403  10.4537    7.066   0.014   4.112   0.007   1.417   0.002   1.576   0.002  11.450   0.000  11.230   0.000     14.44     42.64    217.10      0.27   0.390   0.730  -0.030   0.050  40.460   0.260  1
 1237660024493703827   10449        337.028564     -1.128228  0.2420  10.4369    7.841   0.047   2.618   0.032   0.689   0.004   0.299   0.005  10.200   0.000   9.980   0.000     11.36     88.15    113.80      0.00   1.200   0.900   0.010   0.050  40.270   0.240  1
 1237663783136067815   14113         28.444490     -0.818446  0.2423  10.4339    6.603   0.000   2.213   0.000   0.760   0.000   1.620   0.000  10.740   0.000  10.530   0.000    -27.97     60.20     99.49      0.00  -0.620   0.610   0.160   0.040  39.900   0.220  1
 1237663783664091334   16637          8.175908     -0.318476  0.2429  10.4279    7.891   0.000   4.806   0.000   1.453   0.000   0.359   0.000  11.460   0.000  11.220   0.000    -23.67     88.98    160.00      0.00   0.050   0.850  -0.030   0.040  40.380   0.240  1
 1237660024521097915   14919         39.652363     -1.064828  0.2433  10.4240    3.062   0.253   1.324   0.071   0.219   0.006   0.538   0.006   9.830   0.020   9.650   0.020    -32.97     90.27    122.50      0.00   1.210   1.380   0.120   0.090  41.730   0.390  1
 1237663784198537430   14481          2.681593      0.201126  0.2435  10.4220    9.403   0.000   7.688   0.000   0.927   0.000   0.818   0.000  11.430   0.000  11.190   0.000     -5.97    115.10    222.50      0.00  -1.070   0.420  -0.130   0.050  40.660   0.220  1
 1237666408439940055   20111        354.394257      0.248022  0.2442  10.4151    8.354   0.000   7.968   0.000   0.938   0.000   0.755   0.000  11.180   0.000  10.950   0.000    -10.58     53.19    208.40      0.00   0.110   0.720   0.010   0.040  40.490   0.230  1
 1237663204919935202   20088         13.205108      0.631369  0.2445  10.4121    6.715   0.000   5.874   0.000   1.287   0.000   1.008   0.000  11.210   0.000  10.970   0.000      1.06     66.65    212.70      0.00  -0.240   0.230  -0.140   0.030  40.400   0.190  1
 1237663783667957998   16462         17.040583     -0.386459  0.2446  10.4111    8.705   0.000   4.472   0.000   1.340   0.000   1.978   0.000  11.720   0.000  11.510   0.000    -11.20    138.00    311.20      0.00  -1.370   0.500   0.010   0.050  40.180   0.220  1
 1237663204922425799   4676          18.823647      0.788048  0.2450  10.4072    9.793   0.004   4.939   0.007   1.337   0.005   1.226   0.006  10.700   0.000  10.450   0.000    -59.43     47.03    174.60      0.00   0.720   0.310  -0.090   0.030  40.550   0.200  1
 1237663783667630515   2855          16.175177     -0.356417  0.2451  10.4062    7.600   0.000   6.879   0.000   0.008   0.000   0.095   0.000  10.270   0.000  10.010   0.000      4.26     68.12     93.77      0.00   0.680   0.450  -0.040   0.040  40.470   0.230  1
 1237663543140550186   15466        317.644958     -0.123285  0.2457  10.4003    5.505   0.000   2.237   0.000   1.149   0.000   0.512   0.000  10.610   0.000  10.400   0.000    -21.37     89.57    113.20     21.82  -1.050   0.410   0.000   0.050  40.200   0.210  1
 1237656567585768071   14444        336.701508     -0.815720  0.2459  10.3983    8.100   0.000   6.160   0.000   1.286   0.000   1.066   0.000  10.900   0.000  10.670   0.000      3.29     33.65    130.00      0.00  -1.140   0.370  -0.170   0.040  40.720   0.210  1
 1237663716555555151   20039          9.878477      1.024249  0.2470  10.3875    5.723   0.010   4.641   0.012   1.337   0.002   0.607   0.003  11.450   0.000  11.230   0.000    -22.55    100.40    178.00     17.64   0.810   0.530   0.060   0.040  40.450   0.220  1
 1237666408457568503   15219         34.610996      0.226584  0.2474  10.3835    9.170   0.008   5.125   0.013   1.469   0.005   0.878   0.002  11.330   0.000  11.090   0.000    -27.13     94.18    218.20      0.01  -0.160   0.360  -0.140   0.030  40.520   0.190  1
 1237663783663173820   13835          6.059592     -0.248315  0.2475  10.3825    4.487   0.085   1.306   0.004   1.351   0.009   0.588   0.003  10.610   0.000  10.420   0.000    -24.22     78.94    114.50      0.05   0.620   0.270  -0.040   0.030  40.430   0.190  1
 1237657189831606432   13647          0.272039     -0.972513  0.2476  10.3815    7.028   0.000   3.826   0.000   1.385   0.000   1.883   0.000  11.360   0.000  11.160   0.000     -1.13     63.04    238.50      0.00  -1.430   0.650  -0.060   0.060  40.330   0.240  1
 1237663783666516561   12977         13.695533     -0.250955  0.2478  10.3796    0.139   0.000   0.087   0.000   0.462   0.000   0.556   0.000   9.270   0.000   9.210   0.000    -15.49     76.51     35.27      0.00  -0.040   0.470  -0.040   0.040  40.350   0.210  1
 1237663456705511704   7460         323.584015     -0.681783  0.2494  10.3639    5.597   0.160   3.144   0.051   1.118   0.008   1.138   0.023  10.740   0.010  10.520   0.010     -1.30     80.00    128.70      0.00  -0.960   0.890  -0.230   0.070  41.960   0.310  1
 1237663784195129684   1354         354.802795      0.089904  0.2494  10.3639    5.587   0.003   1.653   0.004   1.179   0.002   1.204   0.001  11.120   0.000  10.910   0.000     -9.68     80.79    132.00      0.00  -1.260   1.270   0.200   0.080  40.330   0.360  1
 1237657587095765661   15161         35.842754      0.818932  0.2496  10.3619    7.526   0.010   4.613   0.007   1.240   0.003   0.559   0.007  11.410   0.000  11.180   0.000    -16.30     80.67    108.30      0.00  -0.150   0.320  -0.080   0.040  40.470   0.200  1
 1237663544221499805   3451         334.069214      0.708050  0.2498  10.3599    4.456   0.000   3.873   0.000   1.258   0.000   1.468   0.000  10.730   0.000  10.530   0.000    -35.16     74.33    166.20      0.00   0.670   0.320  -0.070   0.030  40.370   0.200  1
 1237663783675757163   19990         34.806248     -0.384901  0.2499  10.3590    7.868   0.000   8.187   0.000   1.012   0.000   0.711   0.000  10.960   0.000  10.730   0.000      5.17     63.27    185.40      0.00  -1.240   0.380  -0.090   0.040  40.500   0.210  1
